,ride_id,driver_id,total_assigned
920,78QR07,4486278,60
921,78QMNJ,4486294,32
922,78ARP0,4486334,169
923,78P774,4486426,146
924,78N6Q6,4486635,1
925,78C7SS,4486760,110
926,78CSMQ,4487064,168
927,78G8KC,4487174,50
928,78THSO,4487711,41
929,78P9D8,4489028,148
930,78B7JN,4489917,54
931,7991PG,4491926,70
932,78BSI6,4492069,93
933,78R7DD,4492521,107
934,78G5PH,4493103,52
935,78BHJH,4493151,2
936,78QBL9,4493282,4
937,78D7FM,4493375,79
938,78CGT9,4493566,52
939,7915D9,4494042,74
940,78FKEK,4495750,10
941,7969HF,4498092,6
942,792IJN,4498157,67
943,78MI7O,4498291,60
944,7943F7,4498319,26
945,796BS4,4498853,123
946,78B269,4499526,24
947,78D4Q7,4500882,13
948,79533L,4505534,4
949,798GPB,4506203,1
950,7943F7,4510026,58
951,78CD2T,4510388,70
952,78DITA,4510572,72
953,78BAB2,4511279,6
954,78S9IC,4511527,15
955,794RL5,4511563,2
956,78QMCC,4511571,14
957,797517,4511577,13
958,78MF4B,4511811,3
959,7951JH,4511903,41
960,78TEPA,4511960,95
961,78FDLM,4511963,1
962,7953QQ,4512381,1
963,7904PO,4514439,172
964,792JTQ,4516025,65
965,78F08O,4516334,60
966,7912AJ,4516926,222
967,78IG2F,4517057,167
968,798A9B,4517432,19
969,78PG7J,4517800,239
970,78L5SA,4518689,55
971,78D06D,4519517,68
972,78NRFN,4519589,22
973,790E1H,4520568,5
974,78QDS5,4523584,10
975,78B7TC,4524411,102
976,78SJF8,4525054,76
977,78CQS8,4525331,128
978,78H61M,4529500,4
979,78SASE,4529583,37
980,795006,4529926,52
981,798QHO,4530279,13
982,7984IK,4531224,20
983,78H7D8,4531818,69
984,78CSOG,4532374,82
985,78BEN1,4534594,17
986,7915DT,4535225,5
987,78F4I7,4535640,1
988,78ARAL,4536703,18
989,78TSRC,4536733,62
990,7981D4,4536759,8
991,796DS3,4536821,141
992,797745,4537035,86
993,78INT1,4537393,7
994,78P23O,4538988,133
995,78K5C1,4540166,123
996,78NTF2,4540397,4
997,78L5SA,4540772,113
998,78H7D8,4541189,36
999,78R9EP,4541499,138
1000,78DE21,4541735,9
1001,78FL72,4541864,120
1002,78RGFI,4541888,7
1003,78ED2C,4541994,3
1004,78GN1D,4546226,47
1005,78QJOA,4548795,18
1006,78HCRS,4551598,2
1007,78NP48,4552096,182
1008,78OSQF,4552639,246
1009,78B5FR,4553073,31
1010,78QRT4,4553536,31
1011,78PC6E,4553688,15
1012,796SJF,4553888,92
1013,78TSQS,4554267,29
1014,790G1T,4554374,118
1015,78GS6A,4555145,175
1016,78PD10,4555172,5
1017,78JDMA,4557650,53
1018,78A78G,4558413,11
1019,78DQFD,4558570,1
1020,78I3FD,4558916,4
1021,78LTSL,4559491,45
1022,78AA2R,4564735,1
1023,78MJ3Q,4564875,123
1024,78TK6A,4565655,118
1025,78QR6C,4565751,65
1026,794PD7,4566089,4
1027,78R4CE,4566126,5
1028,78BGJQ,4566970,11
1029,78LE36,4571158,92
1030,78BLDJ,4571377,14
1031,78FQ3T,4571445,59
1032,78QA74,4571534,207
1033,78G01F,4571584,125
1034,78QPNQ,4572050,119
1035,79ANAQ,4572342,21
1036,78E6P1,4572354,3
1037,78TLJJ,4572651,14
1038,78EKCM,4572797,27
1039,795LP4,4573063,1
1040,78N3RQ,4573162,17
1041,78RE4G,4573559,156
1042,79804T,4574640,24
1043,78G9NA,4577172,146
1044,78TMR6,4578297,248
1045,78TMR6,4578390,120
1046,78CK7T,4578396,1
1047,79376T,4579092,102
1048,78BDO6,4579205,5
1049,794ESK,4579223,18
1050,78T6FH,4579271,4
1051,78QHIO,4579381,4
1052,797RAG,4579461,89
1053,78LGG8,4579497,121
1054,78PT7N,4579596,54
1055,78AHN7,4579635,1
1056,78D69P,4579638,205
1057,78QF39,4580292,2
1058,78S1SQ,4581156,102
1059,78C2R6,4581990,1
1060,78FLN3,4583184,3
1061,78TCJF,4585923,164
1062,78PC7R,4591286,7
1063,78DDRR,4592166,195
1064,78J290,4592496,2
1065,78I0SC,4592639,128
1066,78FFB7,4597921,19
1067,78LJ02,4598077,234
1068,78DD66,4598089,25
1069,798SEI,4598917,2
1070,78C800,4599002,3
1071,78ER13,4599041,146
1072,78JDMA,4599095,16
1073,78G22S,4599290,1
1074,797F8K,4599422,17
1075,791D9E,4599428,42
1076,78MRT5,4600591,114
1077,78DMOM,4603124,24
1078,78QFII,4604343,77
1079,78B1DF,4604445,5
1080,78TSBB,4604762,15
1081,78L4R1,4604790,6
1082,79ATQL,4605659,50
1083,78F7B0,4606067,15
1084,78IRE0,4606374,143
1085,79021F,4607384,58
1086,78P2KO,4608249,14
1087,78JD08,4608464,126
1088,795EIG,4610513,2
1089,78DG8E,4610639,17
1090,78CLBC,4611227,105
1091,78PP7A,4611567,1
1092,78A91I,4612373,45
1093,78DI81,4612459,100
1094,78G01F,4612796,3
1095,78O6IJ,4612889,37
1096,78B2HG,4613032,57
1097,78BG63,4613526,195
1098,791OHD,4613832,51
1099,78G0OE,4618187,5
1100,78B17P,4619707,24
1101,78J2E7,4620268,1
1102,796FTN,4620762,8
1103,78D49D,4624228,185
1104,7907TK,4624237,9
1105,796BQ6,4625314,2
1106,78GEP1,4625469,42
1107,78GAK8,4625503,104
1108,78PFTT,4626035,32
1109,78LK7D,4626074,125
1110,78MDJ8,4626846,158
1111,78CSMQ,4626859,4
1112,78J0M8,4626980,174
1113,78LN9C,4627021,14
1114,78MJDJ,4627142,52
1115,78SDLP,4627263,94
1116,78BEDL,4630383,7
1117,78MHQD,4631045,210
1118,78FQQF,4631445,28
1119,78SGH4,4631982,2
1120,799A95,4632234,134
1121,78PL3N,4632414,1
1122,7968TT,4632549,5
1123,78CJHG,4632572,14
1124,78OCFN,4633171,32
1125,78MFSG,4633181,67
1126,78JE0D,4633269,2
1127,78DIN9,4633592,210
1128,78QGET,4634581,12
1129,78EMGQ,4637864,45
1130,7910C4,4638038,70
1131,78OD74,4639206,175
1132,78CANG,4640472,42
1133,78SHDS,4643237,22
1134,78M198,4643360,197
1135,7909D1,4643382,58
1136,795086,4644128,11
1137,794LJ6,4644240,17
1138,78EJKE,4644662,16
1139,78QMLR,4644837,11
1140,78JO49,4644848,40
1141,78BJ5N,4645382,23
1142,796889,4647629,12
1143,78J53A,4647808,260
1144,78JGPO,4648386,36
1145,78GBB5,4648430,12
1146,78FKT3,4649337,1
1147,78SOGJ,4649415,1
1148,78D1I2,4649420,101
1149,78LKGK,4649481,88
1150,78AB39,4649791,5
1151,78PKKC,4649920,40
1152,78E673,4650443,1
1153,78KD41,4650466,1
1154,78DI6H,4650483,183
1155,78B0M5,4650507,25
1156,78KPTS,4650754,7
1157,78B7TC,4650888,171
1158,78R7IS,4651316,1
1159,78SJF8,4651915,108
1160,78F0IB,4652099,51
1161,79275M,4652677,19
1162,78CLA6,4653134,21
1163,790M72,4655787,14
1164,78B43H,4656070,94
1165,790ADL,4656561,77
1166,78MJ0H,4657071,87
1167,78PQGG,4657106,219
1168,78QL59,4657387,4
1169,78JD15,4657629,36
1170,78N0PF,4658363,76
1171,79B9OQ,4658403,25
1172,78I87J,4658714,25
1173,7956TG,4660583,3
1174,79A4DE,4662188,266
1175,78PMN6,4666083,385
1176,78L8O9,4670952,5
1177,79AM30,4671798,98
1178,78NFEF,4671933,15
1179,798K0C,4672173,13
1180,78ASRL,4672272,94
1181,78SDLP,4672609,268
1182,78MI7H,4672619,19
1183,78NQ5T,4672644,82
1184,78FQ8L,4673275,76
1185,78RPQ9,4673316,1
1186,78CLL3,4673799,325
1187,78R9AP,4673855,42
1188,798R41,4674118,16
1189,78B2TL,4674213,1
1190,79560R,4674280,4
1191,78DONJ,4677676,2
1192,794HO7,4677968,30
1193,78J1CA,4678338,20
1194,78MJDJ,4678371,235
1195,78CR5N,4678744,69
1196,78TES9,4678838,107
1197,78C1K7,4679003,69
1198,78Q50E,4679232,43
1199,78DRPG,4679303,5
1200,7918LI,4679323,121
1201,78GHAL,4679675,13
1202,78F757,4679813,168
1203,798H03,4680724,36
1204,78OD3S,4684299,38
1205,79836T,4687300,1
1206,78E0RN,4690931,45
1207,7997PA,4691019,26
1208,78CCA6,4691104,179
1209,78NPH1,4691253,9
1210,78GGT0,4691717,120
1211,78NFP8,4691947,90
1212,793664,4692224,36
1213,78B5IS,4692530,187
1214,794DA7,4692537,78
1215,7992RR,4692567,7
1216,78ACT1,4692622,15
1217,78BFN6,4693119,123
1218,7907S4,4693239,28
1219,796DGN,4693467,1
1220,79815D,4693541,40
1221,78KF2J,4693679,15
1222,799QM0,4693702,45
1223,794STO,4693935,27
1224,795KC6,4693995,3
1225,78O7DH,4696214,24
1226,7957M8,4697155,2
1227,78CBDF,4698030,1
1228,78B899,4698073,57
1229,797L56,4698655,123
1230,78HO1P,4699129,53
1231,78JGBH,4699154,1
1232,78F7TC,4699156,136
1233,78H2TD,4699734,1
1234,78QT0G,4699753,47
1235,78FOHN,4700650,28
1236,78B43H,4703140,13
1237,78T495,4703843,87
1238,78J6LR,4703938,88
1239,792GCI,4704370,73
1240,78FRAK,4705148,111
1241,78DPJ1,4705527,103
1242,78BNFN,4705535,610
1243,78BAH2,4706078,6
1244,78M3N6,4706100,3
1245,793RSD,4706126,61
1246,78FRGE,4706142,3
1247,78D4MB,4709638,42
1248,78DEFK,4710638,1
1249,78RT2F,4711220,43
1250,78SOCQ,4711706,4
1251,796SJF,4712098,140
1252,78JDOT,4712145,116
1253,78G3RA,4712208,2
1254,78D69P,4712745,54
1255,78OKSK,4713124,60
1256,78RQ1E,4713179,82
1257,796H42,4714705,5
1258,798I3L,4715668,49
1259,78G5LN,4715881,118
1260,78CSMQ,4716125,97
1261,78GASD,4716906,78
1262,78R3FK,4717605,65
1263,799AL7,4718173,75
1264,78GECT,4718773,108
1265,78I801,4718962,3
1266,78NEK8,4719007,53
1267,78FE67,4719048,30
1268,78J53A,4719213,70
1269,78RALN,4720103,10
1270,78GAMM,4720242,79
1271,78RRDE,4721744,13
1272,78C2IB,4723107,60
1273,78N7G4,4724083,113
1274,79366M,4724301,2
1275,78FKBJ,4724464,5
1276,797GEG,4724472,2
1277,78FKD3,4724552,107
1278,78LK7D,4725174,73
1279,78D29C,4728671,111
1280,78FGQF,4734526,111
1281,78DCO3,4735544,3
1282,78GMO3,4735617,131
1283,796J0S,4735627,103
1284,78AAOR,4735855,244
1285,78AAOR,4735867,259
1286,78QEBN,4735945,24
1287,78TMR6,4736049,143
1288,78DQM0,4736223,13
1289,78E30J,4736314,74
1290,78MK97,4736704,100
1291,78BDBE,4736784,39
1292,78T3D5,4737163,105
1293,78GNQ1,4737811,21
1294,78GA8S,4737985,53
1295,79124L,4738552,1
1296,78DDM2,4740120,17
1297,791NK2,4740130,7
1298,78IF7E,4740151,46
1299,78CT58,4740161,162
1300,78D131,4740299,2
1301,78J0M8,4740322,130
1302,790N8D,4740578,17
1303,78FCEP,4740834,61
1304,799HTH,4741637,22
1305,78PAH9,4741654,218
1306,78GLBI,4741675,33
1307,78L1A3,4741712,29
1308,7906IG,4741740,30
1309,791CNF,4742252,121
1310,793RS1,4742332,2
1311,78ACTG,4742363,218
1312,78L4GT,4744267,6
1313,78M8IS,4744404,25
1314,78ENIB,4745683,162
1315,78QH0H,4746082,157
1316,78BE8A,4746093,176
1317,78P7F3,4746552,24
1318,796ISN,4747108,6
1319,794FLH,4747142,30
1320,78DM10,4747243,68
1321,78II0A,4747985,82
1322,78O549,4748003,6
1323,798JCA,4748040,1
1324,78BBEB,4748299,235
1325,79534J,4748408,1
1326,78H182,4749557,70
1327,78POPD,4750718,9
1328,78FKL1,4751636,245
1329,78J0M8,4751686,200
1330,799PPC,4752376,22
1331,78F2HJ,4752438,3
1332,78FODO,4753037,4
1333,78CT58,4753413,34
1334,78MBTI,4753620,83
1335,78RODS,4754146,25
1336,78N7IF,4754846,2
1337,78F8EH,4755488,1
1338,7928G7,4758376,35
1339,7904R9,4758711,39
1340,796Q78,4759510,117
1341,78C24I,4759527,155
1342,795C27,4759874,193
1343,78FC19,4760053,11
1344,796RAD,4760057,36
1345,78NP99,4760071,35
1346,78QLG7,4760636,24
1347,7958TH,4760860,18
1348,78AF6P,4761114,34
1349,78C365,4763758,8
1350,78KLE6,4764392,20
1351,7930GF,4764547,18
1352,79AIBT,4765171,2
1353,78E0S1,4765463,2
1354,78FN13,4765923,45
1355,78QNON,4765988,11
1356,78D4MB,4766432,96
1357,79520H,4766928,2
1358,78GCFC,4768438,103
1359,78FRS2,4770413,72
1360,78OKL4,4773296,155
1361,78B5IS,4773361,81
1362,78PL5B,4773566,4
1363,78P0N2,4776928,104
1364,797197,4777019,2
1365,78M0F9,4777137,9
1366,792JI0,4777720,8
1367,798S3Q,4778099,1
1368,799836,4778251,11
1369,78OI89,4778314,17
1370,78JE9F,4778333,15
1371,78CGKF,4778792,62
1372,78GRJS,4778920,52
1373,790N8F,4779006,21
1374,790RRS,4779032,14
1375,78FODT,4779258,14
1376,78QKQM,4780254,86
1377,78KA1Q,4781399,2
1378,78KQ2E,4785715,38
1379,78BGQP,4787193,9
1380,78DPJ6,4789669,5
1381,78D4OR,4790017,103
1382,78MP15,4790475,164
1383,7951BP,4790766,1
1384,78EN1K,4791174,23
1385,78BKES,4791202,164
1386,79A0RC,4791254,6
1387,7951Q2,4792273,5
1388,79531N,4792291,3
1389,792D0G,4792306,83
1390,78FQ80,4794380,1
1391,7937H2,4795376,117
1392,796BPG,4797272,55
1393,78KK2G,4797560,30
1394,798MMH,4797623,26
1395,78ANO4,4797969,21
1396,78PEQA,4798200,53
1397,78D74C,4798667,114
1398,78LH9T,4802282,51
1399,78R7DD,4803005,44
1400,78BNN3,4803509,4
1401,798P8O,4803987,31
1402,78FI71,4803994,72
1403,791HCN,4804610,1
1404,796IRL,4804639,2
1405,78N9F1,4805025,11
1406,794DA7,4805437,140
1407,79970J,4808459,2
1408,78G4BE,4808552,91
1409,793RJG,4808918,15
1410,7985EC,4809284,45
1411,78BHNE,4809311,70
1412,78LRMB,4810047,51
1413,792LI1,4810060,45
1414,78Q5RF,4810079,110
1415,78NEHI,4810452,118
1416,798P66,4810638,1
1417,78T842,4810999,23
1418,78Sep4,4811026,21
1419,79AGGS,4817695,4
1420,791A2R,4818253,76
1421,78O9K7,4820689,78
1422,78BT64,4824444,173
1423,78DL7P,4825053,36
1424,78RSC2,4825533,1
1425,78RABT,4825694,7
1426,78NJ49,4825787,94
1427,79B36I,4825825,1
1428,799AL7,4825882,26
1429,78EQN6,4825983,186
1430,797250,4826294,11
1431,78B5R7,4826845,65
1432,78J9OL,4826866,51
1433,78D7KB,4826928,141
1434,78Q889,4826929,53
1435,78PNMG,4827065,90
1436,78MQFS,4827426,167
1437,78A9A2,4827440,12
1438,79AK64,4829956,31
1439,78MTSI,4830034,104
1440,78D4NG,4831940,42
1441,78NE2R,4833154,126
1442,78OP32,4833554,3
1443,78IGDI,4833627,29
1444,7980MB,4833765,21
1445,790K1I,4833776,60
1446,78ORS0,4833944,19
1447,78FPKQ,4834241,265
1448,78QBIT,4835217,60
1449,78QMRT,4837208,2
1450,795B3B,4837740,1
1451,78AMA7,4837771,29
1452,78ME1O,4838020,67
1453,798QN2,4839559,1
1454,7903LJ,4840058,141
1455,78OJO4,4840525,1
1456,7918BR,4840902,12
1457,79BC2M,4842162,38
1458,78IJ38,4843473,117
1459,798I0N,4844510,29
1460,78F19G,4844907,7
1461,799EHT,4844951,49
1462,78CM61,4845237,6
1463,78M2EM,4845310,24
1464,79B3GJ,4845880,80
1465,796LM4,4846036,153
1466,78GCJN,4846111,19
1467,790CT2,4846523,9
1468,79331T,4846985,41
1469,79B222,4847371,24
1470,797BTQ,4851117,160
1471,78HPFO,4851438,1
1472,78F9M7,4851938,13
1473,78EO1J,4852134,3
1474,78B6RM,4852717,3
1475,798OEE,4852745,22
1476,793664,4853197,295
1477,78CKA9,4854712,188
1478,794CRD,4856406,2
1479,7969LG,4856408,10
1480,78BLHH,4856723,164
1481,78TH70,4856793,37
1482,78C2P5,4858452,56
1483,78ATR3,4859035,28
1484,78AMA7,4862247,57
1485,78GAOF,4864375,5
1486,78OSOQ,4864423,20
1487,78B0S4,4867070,8
1488,79AO47,4867741,62
1489,78FK7I,4867753,130
1490,78L5SA,4867768,97
1491,78G8KC,4867776,74
1492,78LSCT,4868071,179
1493,78EC3T,4868236,4
1494,78E59S,4868253,250
1495,78DPO5,4868279,73
1496,78B9I5,4868327,1
1497,78HPF6,4868471,123
1498,78PMTO,4868634,38
1499,7985GA,4868647,9
1500,78TRIA,4868970,139
1501,78R7DD,4869011,32
1502,78FLD7,4869098,56
1503,78B34G,4869168,35
1504,78MKSD,4869539,4
1505,79A1FR,4869729,4
1506,798L28,4869738,102
1507,78CPA6,4870120,74
1508,78QFGN,4870225,4
1509,78GFPK,4872236,35
1510,78MDKK,4872729,110
1511,78FOMO,4873073,8
1512,798ID0,4873262,25
1513,78QG32,4873318,82
1514,78DCBJ,4873320,18
1515,78JCA8,4873380,50
1516,78C1TS,4874251,3
1517,78MSN5,4874345,85
1518,78J8H9,4874382,43
1519,78JGII,4874716,6
1520,78R596,4874971,66
1521,78C2DC,4874975,83
1522,78OSQF,4875703,39
1523,78SKO7,4876106,86
1524,78HTPF,4878864,95
1525,791C6N,4879521,146
1526,78B9JC,4879658,2
1527,78PNAH,4879692,125
1528,78BEN1,4880792,67
1529,793TAO,4880837,1
1530,78KNBH,4880921,2
1531,78TAGB,4881324,11
1532,78CH5J,4881514,64
1533,78R6FR,4881520,93
1534,78CP7E,4881523,264
1535,78CKSD,4881572,3
1536,78F1DK,4881584,23
1537,796SNJ,4881593,136
1538,792M75,4882143,55
1539,78SO95,4885259,5
1540,78G4BE,4885518,106
1541,78FO23,4885806,8
1542,78Q39B,4886394,3
1543,793J6D,4886466,213
1544,78GC7K,4886574,55
1545,78BHNN,4887294,5
1546,798IJK,4887309,3
1547,78PIFC,4887499,355
1548,793664,4887973,329
1549,78L4TL,4888253,290
1550,78BJEC,4888336,33
1551,78E2E4,4889252,2
1552,78T026,4889422,135
1553,790JFK,4889482,62
1554,78GFM6,4893233,85
1555,790FLE,4893298,58
1556,78L0AK,4893484,1
1557,78J05O,4894087,47
1558,78CT58,4894110,39
1559,7950NA,4894765,352
1560,78P28K,4894815,16
1561,78OS2O,4896203,4
1562,78FONE,4898205,56
1563,798IAN,4898855,4
1564,790L0O,4899641,58
1565,78D2H8,4899706,35
1566,78HKB1,4904873,29
1567,78QE51,4907992,144
1568,78PGCB,4910065,72
1569,78COR1,4910857,1
1570,78J4DG,4911391,343
1571,78LQDJ,4912412,113
1572,78FAQI,4912442,86
1573,78MPC8,4912443,5
1574,78HP07,4912988,69
1575,78ARE0,4913109,2
1576,78L6D4,4913712,116
1577,78L6D4,4914169,67
1578,78FG4E,4914329,2
1579,78FRQR,4914425,20
1580,78MKJA,4914950,24
1581,7918L7,4915041,289
1582,78Q53I,4915123,103
1583,78CTOL,4915129,101
1584,78TSH6,4915370,33
1585,78D1I2,4915570,13
1586,78RN5P,4915629,56
1587,78TKDL,4915632,75
1588,78PFGO,4916483,47
1589,792GCI,4917065,181
1590,794PN3,4918181,2
1591,78Q8EP,4919474,7
1592,78CP26,4919604,46
1593,78FEA8,4919916,123
1594,791NK2,4919968,261
1595,78TT1O,4920404,47
1596,78BS0A,4920430,124
1597,78DJF9,4921056,379
1598,78ENBQ,4921112,171
1599,78IP47,4921340,21
1600,78LS64,4921922,1
1601,78A5D3,4922405,228
1602,78QNON,4932018,41
1603,78RJEK,4932777,88
1604,78Q53I,4933002,114
1605,78ADTC,4933104,2
1606,78EB2T,4933119,2
1607,78IPSJ,4933315,93
1608,78Q3MR,4933336,116
1609,78LQJ3,4933357,59
1610,78P44N,4934573,102
1611,78H15R,4934638,125
1612,78J687,4935246,4
1613,78B4CB,4935252,114
1614,78DI81,4936527,22
1615,78ENBQ,4936533,150
1616,7975L7,4936831,10
1617,78R6PI,4939232,195
1618,78H3H5,4939558,2
1619,78QEBN,4939884,49
1620,79452S,4940237,48
1621,78Q393,4940284,197
1622,79147S,4940743,87
1623,78B2J8,4940895,29
1624,78R32B,4941881,8
1625,78J55L,4942175,59
1626,78ES33,4942239,275
1627,78RKTG,4944474,52
1628,7971NM,4945831,3
1629,798J6T,4946567,71
1630,79970M,4946836,127
1631,78D98Q,4949212,14
1632,78S4IL,4950821,139
1633,79023K,4951561,18
1634,79314H,4954019,87
1635,796D5D,4956473,8
1636,78GI32,4956735,3
1637,78E56M,4957790,3
1638,78S84R,4957793,28
1639,78EDR6,4957848,2
1640,798A6M,4957886,74
1641,78TR87,4957928,54
1642,78FGQF,4958007,132
1643,78SSTO,4958350,332
1644,78NR28,4958474,71
1645,78B72M,4958782,221
1646,78LO1A,4959005,19
1647,791CHS,4959090,52
1648,78DCL9,4959687,122
1649,7900N6,4959710,103
1650,78J91H,4959785,79
1651,79B0PG,4959926,6
1652,78P28K,4959958,151
1653,78FE5C,4960834,30
1654,78AOK4,4960857,10
1655,798TCJ,4960908,135
1656,7951JN,4962525,41
1657,78L66D,4964241,2
1658,78LSHG,4964244,40
1659,78CGT9,4964684,171
1660,79BFS5,4964685,1
1661,78FB7K,4964794,89
1662,78BDPJ,4964811,93
1663,78PGOC,4965137,59
1664,78Q5HC,4965310,196
1665,78S7OL,4965357,2
1666,78DPO5,4965389,155
1667,78IQP0,4965793,59
1668,78CGLE,4965815,50
1669,78C3SH,4965822,135
1670,78CCM1,4965828,23
1671,79BAK1,4966506,38
1672,798B7N,4966880,3
1673,78DBPI,4966942,13
1674,78PHLL,4967257,1
1675,7931DH,4967571,122
1676,78MQBA,4968175,75
1677,7.99E+10,4968719,42
1678,78PIC8,4968810,106
1679,78L5SA,4970658,62
1680,78JDMA,4970750,149
1681,78IIFP,4970770,202
1682,7970LR,4970812,130
1683,78LPBQ,4970854,97
1684,78NS2D,4970946,55
1685,78CP7E,4970994,236
1686,78S41O,4971406,3
1687,78G9E3,4971773,229
1688,78BF49,4971842,3
1689,78MRAO,4972600,1
1690,78FLDG,4973132,7
1691,78IHTG,4973245,67
1692,797ENC,4973346,56
1693,79899H,4973524,1
1694,78JBEH,4974552,39
1695,78GLMS,4977270,9
1696,78BSA9,4977845,2
1697,78B553,4978171,103
1698,78CLF1,4978319,78
1699,78CG7P,4978406,53
1700,791DN4,4979685,15
1701,78C7SD,4980010,101
1702,78A6DH,4980025,97
1703,78OGRT,4980336,87
1704,78MA78,4980353,146
1705,78CLL3,4980869,247
1706,78ILAL,4981877,52
1707,78OSQF,4983472,81
1708,78F0M1,4983768,31
1709,78R2C9,4983816,21
1710,78BFIC,4984077,3
1711,78OLJ4,4984117,1
1712,78FAQI,4984302,18
1713,78BIOP,4984387,171
1714,78OFCB,4984455,147
1715,78LLE2,4984735,2
1716,78P3TQ,4984820,27
1717,78FQ0K,4984824,3
1718,78D69P,4984851,69
1719,78BIG7,4985131,132
1720,78ND3P,4985523,114
1721,78D9DE,4985831,31
1722,78OSOQ,4985947,94
1723,78NE2R,4986081,188
1724,793DPT,4986145,44
1725,78TEEA,4986153,16
1726,78CRR6,4986157,42
1727,79100O,4986192,21
1728,78I38N,4986858,8
1729,78IBO9,4989474,2
1730,7954ML,4992003,2
1731,78GHOQ,4992675,29
1732,78J7DP,4992802,2
1733,78TJL5,4995469,51
1734,79AIN3,4995477,97
1735,794PMI,4996153,3
1736,78TSRC,4996619,71
1737,7965L6,4997353,5
1738,78L5I8,4998307,69
1739,791G8H,4999479,96
1740,78A6DS,4999922,1
1741,78EM1S,5002540,5
1742,79003I,5003073,76
1743,78FSD3,5003092,126
1744,78R221,5003305,4
1745,78FP7M,5003463,4
1746,78BDPH,5003472,14
1747,78G1PF,5003499,14
1748,7937H2,5003527,104
1749,78M1SA,5003569,53
1750,797G79,5003854,175
1751,78NH06,5003911,9
1752,78FIJ0,5003919,30
1753,78LBSE,5003937,34
1754,78GGTT,5004196,13
1755,7948ER,5004204,64
1756,7.98E+06,5004214,10
1757,794SI0,5004246,125
1758,78GH9L,5004248,87
1759,78RH2T,5004253,90
1760,78A4MA,5004526,14
1761,78R21P,5004758,82
1762,78GOBM,5004823,77
1763,78NTKP,5005212,111
1764,78EBHR,5005633,55
1765,78FPKQ,5005684,242
1766,78I2D1,5005686,65
1767,792R2R,5005974,66
1768,78EJCG,5006017,31
1769,78BHOQ,5006393,8
1770,78JHMT,5007005,21
1771,78TPP2,5007156,24
1772,7996I6,5007501,11
1773,78SOJL,5007554,28
1774,78NNQJ,5008665,81
1775,78EFTR,5008987,7
1776,7928FF,5009062,1
1777,78BJ0Q,5009215,12
1778,791A62,5009891,3
1779,78RO7G,5010387,9
1780,78MA78,5010471,122
1781,78BOFJ,5010738,7
1782,78BF8A,5011029,189
1783,78C061,5011402,147
1784,78LE36,5011765,41
1785,78MOGI,5012205,178
1786,78Q53I,5012278,171
1787,791HN7,5012918,2
1788,795E6A,5013029,4
1789,78ESPN,5013672,22
1790,78N6IH,5014911,1
1791,7981TK,5016041,126
1792,78A786,5016045,2
1793,78EQEO,5017023,25
1794,78FRFN,5017051,124
1795,78MDEM,5017116,61
1796,78S4IL,5017499,203
